Insee - Statistiques locales; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; ; ; ; ; 
Code;Libellé;Population municipale 2022;Nombre de naissances domiciliées 2023;Part des emplois sal. dans le nb d’emplois au LT 2021;Nb d'hôtels 2024;Nb de chambres dans les hôtels 2024;Part des actifs occ 15 ans ou plus voiture pour travailler 2021;Part des actifs occ 15 ans ou plus vélo pour travailler 2021;Part des ménages ayant au moins 1 voiture 2021
54065;Bertrichamps;1067;7;76.9;0;0;90.2;0.2;94.2
54066;Bettainvillers;386;3;62.9;0;0;94.9;0;96.3
54067;Beuveille;780;7;66.6;0;0;90.9;0;93.6
54068;Beuvezin;88;0;0;0;0;85;2.5;83.7
54069;Beuvillers;528;3;86.2;0;0;92.3;0;96.7
54070;Bey-sur-Seille;189;1;59.3;0;0;95.1;0;98.4
54071;Bezange-la-Grande;166;1;20;0;0;90.2;0;94.9
54072;Bezaumont;259;4;85.8;0;0;92.2;0;94.6
54073;Bicqueley;927;5;59.5;0;0;92.2;0;95.4
54074;Bienville-la-Petite;37;1;0;0;0;77.8;0;100
54075;Bionville;114;0;56.4;0;0;72.7;0;90.1
54076;Blainville-sur-l'Eau;3885;49;84.6;0;0;82.4;0.3;87.3
54077;Blâmont;1046;11;90.7;0;0;67.4;0;82.4
54078;Blémerey;54;0;0;0;0;79.1;3.4;100
54079;Blénod-lès-Pont-à-Mousson;4649;30;91.4;0;0;78.2;3.6;88.6
54080;Blénod-lès-Toul;1028;10;78.5;0;0;89.3;0;92
54081;Boismont;414;1;70.6;0;0;90.2;0;94
54082;Boncourt;176;1;25.3;0;0;93.3;0;91.1
54083;Bonviller;180;3;66.7;0;0;95.1;0;96.2
54084;Mont-Bonvillers;940;4;81.4;0;0;94.2;0;88.9
54085;Borville;86;1;0;0;0;83.7;2.3;87.8
54086;Boucq;357;3;83.8;0;0;90.2;0.6;94
54087;Bouillonville;146;0;54.9;0;0;93.2;0;96.6
54088;Bouvron;211;3;40.9;0;0;79.6;1.1;94.3
54089;Bouxières-aux-Chênes;1412;14;66.6;0;0;91.2;0.6;94.4
54090;Bouxières-aux-Dames;4122;31;87.1;1;47;91.2;1.2;94.7
54091;Bouxières-sous-Froidmont;420;8;73.4;0;0;92.2;0.4;99.4
54092;Bouzanville;64;1;0;0;0;89.3;0;88.2
54093;Brainville;169;1;52.7;0;0;83.1;0;92.6
54094;Bralleville;167;0;42.5;0;0;78.4;0;97.4
54095;Bratte;47;2;33.3;0;0;88.5;0;100
54096;Bréhain-la-Ville;451;2;85.5;0;0;91.8;0.5;96.6
54097;Bréménil;94;0;49.9;0;0;92.9;0;96.1
54098;Brémoncourt;167;0;74.1;0;0;87.1;0;94.1
54099;Val de Briey;7906;58;92.3;2;44;87.9;0.4;88.4
54100;Brin-sur-Seille;774;9;58.6;0;0;91.1;0;95.6
54101;Brouville;121;1;19.5;0;0;83.3;0;92.5
54102;Bruley;616;7;73.6;0;0;87.5;1;95.6
54103;Bruville;218;1;48.5;0;0;90.5;0;95.6
54104;Buissoncourt;258;4;62.5;0;0;95.3;0;91.3
54105;Bulligny;534;4;82.7;0;0;93.7;0.4;96.2
54106;Bures;65;0;80.2;0;0;66.7;0;95.8
54107;Buriville;71;2;39.5;0;0;82.9;0;96
54108;Burthecourt-aux-Chênes;153;1;48.8;0;0;85.9;0;88.1
54109;Ceintrey;911;5;73.8;0;0;92.8;0;96.6
54110;Cerville;541;3;81.2;0;0;88.6;0.8;96.8
54111;Chaligny;2756;15;69.7;0;0;88.3;0.7;86.3
54112;Chambley-Bussières;732;8;80.6;0;0;91.1;0;94.3
54113;Champenoux;1566;16;82.8;0;0;88.6;0.9;95.9
54114;Champey-sur-Moselle;316;2;82.3;0;0;92.1;0;97.7
54115;Champigneulles;6588;47;92.9;0;0;79.2;1;80.5
54116;Chanteheux;2124;11;84.4;0;0;81.6;3.6;94.8
54117;Chaouilley;113;3;46.6;0;0;85.7;0;97.9
54118;Charency-Vezin;616;1;64.9;0;0;96.4;0.4;90.6
54119;Charey;89;1;38.3;0;0;80;2.9;94.4
54120;Charmes-la-Côte;321;2;70.7;0;0;91.3;0;95.5
54121;Charmois;197;4;63.1;0;0;80.8;0;93.3
54122;Chaudeney-sur-Moselle;730;9;89.5;0;0;88.1;1.1;95.8
54123;Chavigny;1686;13;85.4;0;0;88.9;0.5;91.1
54124;Chazelles-sur-Albe;49;0;0;0;0;92.9;0;94.1
54125;Chenevières;477;1;88.3;0;0;85.7;1.4;92.4
54126;Chenicourt;214;2;60.4;0;0;88.5;0;93.1
54127;Chenières;600;2;80.4;0;0;83.9;0.3;94.2
54128;Choloy-Ménillot;702;5;65.7;0;0;90;0.3;92.6
54129;Cirey-sur-Vezouze;1579;15;85.1;0;0;78.6;1.9;80
54130;Clayeures;175;0;36.1;0;0;77.3;0;96.1
54131;Clémery;492;2;63.1;0;0;91.6;0.4;98.9
54132;Clérey-sur-Brenon;57;0;52.6;0;0;86.7;3.3;90.3
54133;Coincourt;121;0;45.5;0;0;78.6;3.6;96
54134;Colmey;244;2;59.8;0;0;91.9;0;93.3
54135;Colombey-les-Belles;1430;15;88.4;0;0;82.2;0.6;92.6
54136;Conflans-en-Jarnisy;2378;19;90.7;0;0;90;0.6;88.4
54137;Cons-la-Grandville;525;1;81.9;0;0;86.3;0;93.9
54138;Cosnes-et-Romain;2805;8;87.8;0;0;88.3;0.1;94.9
54139;Courbesseaux;388;5;58.4;0;0;93.4;0;98.7
54140;Courcelles;87;1;21.4;0;0;75.6;0;89.7
54141;Coyviller;156;1;61.7;0;0;83.3;0;90.3
54142;Crantenoy;147;0;73;0;0;91;1.5;96.6
54143;Crépey;386;2;66.6;0;0;92.5;0;91.4
54144;Crévéchamps;348;2;92.8;0;0;95.9;1.2;97
54145;Crévic;944;7;68.6;0;0;92.2;0.8;91.7
54146;Crézilles;301;1;53.1;0;0;91;1.5;96.6
54147;Crion;111;1;49.9;0;0;83.7;0;97.8
54148;Croismare;632;7;79.7;0;0;90.5;0.7;93.9
54149;Crusnes;1559;6;75.9;0;0;92.7;0;92.9
54150;Custines;3095;24;91.8;1;29;89;1.4;90.4
54151;Cutry;1042;4;75.8;0;0;89.6;0.6;93
54152;Damelevières;3094;19;81.5;0;0;83.2;0.7;88.6
54153;Dampvitoux;57;1;30.4;0;0;77.8;0;92.3
54154;Deneuvre;461;2;81;0;0;86.3;3.4;89.8
54155;Deuxville;388;1;50.8;0;0;89.7;0;96
54156;Diarville;465;3;67.5;0;0;84.8;1;93.8
54157;Dieulouard;4603;50;84.5;0;0;85.7;0.5;87.4
54158;Dolcourt;147;1;66.7;0;0;96.1;0;100
54159;Dombasle-sur-Meurthe;9528;73;90.1;0;0;80;2.1;86.7
54160;Domèvre-en-Haye;408;7;70.5;0;0;90.9;0;95.4
54161;Domèvre-sur-Vezouze;317;3;49;0;0;81.2;1.5;97.7
54162;Domgermain;1134;12;89.9;0;0;92.1;0.6;94.9
54163;Domjevin;264;2;79.4;0;0;88.9;0;94.6
54164;Dommarie-Eulmont;79;0;51.2;0;0;80.6;0;94.4
54165;Dommartemont;567;3;85;0;0;83.4;5.4;94.2
54166;Dommartin-la-Chaussée;27;0;33.3;0;0;100;0;88.9
54167;Dommartin-lès-Toul;1991;12;90;0;0;87.5;1;94.5
54168;Dommartin-sous-Amance;311;2;69.1;0;0;86.1;0;99.3
54169;Domprix;99;0;46.6;0;0;84.1;0;97.3
54170;Domptail-en-l'Air;70;1;47.2;0;0;100;0;100
54171;Doncourt-lès-Conflans;1120;5;67.7;0;0;92.2;0.4;94.9
54172;Doncourt-lès-Longuyon;294;3;31.4;0;0;89.8;0;89.9
54173;Drouville;207;0;35.8;0;0;91.1;1.3;95.5
54174;Écrouves;4457;35;94.3;0;0;77.9;1.1;92.4
54175;Einvaux;350;4;69.2;0;0;92.1;0;96
54176;Einville-au-Jard;1062;9;91;0;0;84.3;1.4;87.8
54177;Emberménil;240;4;87;0;0;91;0.8;98.9
54178;Épiez-sur-Chiers;196;0;52.2;0;0;84.9;0;92
54179;Éply;297;1;25.2;0;0;90.2;0;94.3
54180;Erbéviller-sur-Amezule;68;1;66.7;0;0;92;0;93.7
54181;Errouville;682;3;87;0;0;90.8;1.5;91.6
54182;Essey-et-Maizerais;328;4;75.7;0;0;82.3;0.6;88.1
54183;Essey-la-Côte;75;0;12.5;0;0;86.1;0;92.1
54184;Essey-lès-Nancy;8733;98;88.5;2;98;68.9;3;82.3
54185;Étreval;59;0;19.4;0;0;90.5;0;100
54186;Eulmont;1116;9;87.4;0;0;88.7;1.2;97.2
54187;Euvezin;107;1;35.8;0;0;84.9;0;95.8
54188;Faulx;1391;11;82.7;0;0;90;0.2;95.2
54189;Favières;581;5;62;0;0;91.8;0.4;95.6
54190;Fécocourt;106;0;16.8;0;0;83.6;1.8;94.2
54191;Fenneviller;105;0;82.7;0;0;93.9;0;87
54192;Ferrières;344;4;71.2;0;0;95.1;0;94.9
54193;Fey-en-Haye;59;0;53.9;0;0;89.7;0;93.3
54194;Fillières;524;4;56.8;0;0;94.1;0;93.3
54195;Flainval;161;1;68.2;0;0;95.8;0;92.9
54196;Flavigny-sur-Moselle;1664;14;92.7;0;0;85.8;1.5;93
54197;Fléville-devant-Nancy;2187;13;94.5;0;0;87.8;0.6;93.7
54198;Fléville-Lixières;300;0;49.4;0;0;90.8;0.8;91.2
54199;Flin;385;2;85.2;0;0;89.2;1.2;89
54200;Flirey;163;1;55.9;1;7;93.2;0;98.3
54201;Fontenoy-la-Joûte;311;0;49.6;0;0;86.5;0.8;94.7
54202;Fontenoy-sur-Moselle;368;0;95.5;0;0;95;0.6;95.9
54203;Forcelles-Saint-Gorgon;159;1;83.6;0;0;81.3;4;97.2
54204;Forcelles-sous-Gugney;89;1;36.8;0;0;97.7;0;92.5
54205;Foug;2622;19;91.4;0;0;84.3;2.1;84.6
54206;Fraimbois;363;3;60;0;0;90.3;0;95.5
54207;Fraisnes-en-Saintois;84;2;14.4;0;0;86.7;0;89.2
54208;Francheville;295;0;45.8;0;0;95.7;0;97.1
54209;Franconville;63;0;16.7;0;0;67.9;0;95.5
54210;Fréménil;223;1;69.2;0;0;90.4;1.9;92.4
54211;Frémonville;209;2;56.1;0;0;94.1;0;92.6
54212;Fresnois-la-Montagne;413;5;63.6;0;0;92.6;0;93.7
54213;Friauville;369;5;55.5;0;0;90.3;0;95.2
54214;Frolois;713;3;80.2;0;0;92.9;0.3;95.3
54215;Frouard;6480;71;91.5;3;204;81.5;1;85.9
54216;Froville;121;1;77.7;0;0;82;0;95.8
54217;Gélacourt;184;0;63.4;0;0;86.2;0;89.9
54218;Gélaucourt;49;0;100;0;0;96;0;100
54219;Gellenoncourt;82;2;55.1;0;0;84.6;0;100
54220;Gémonville;76;1;41.6;0;0;93.1;0;90.6
54221;Gerbécourt-et-Haplemont;243;6;44.7;0;0;92.8;0;95.8
54222;Gerbéviller;1319;8;83.9;0;0;79;1.2;88.5
54223;Germiny;188;1;43.8;0;0;85.2;2.5;91.3
54224;Germonville;130;2;65.3;0;0;86.4;0;96.7
54225;Gézoncourt;183;0;56.6;0;0;92.7;0;97.2
54226;Gibeaumeix;175;2;50;0;0;90.8;0;88.2
54227;Giraumont;1370;10;78.7;0;0;91.2;0.6;92.6
54228;Giriviller;71;0;33.4;0;0;90.9;4.5;92.3
54229;Glonville;376;11;58.3;0;0;82.9;1.4;89.7
54230;Gogney;56;1;0;0;0;75;0;84
54231;Gondrecourt-Aix;180;1;64.2;0;0;90.7;0;96.9
54232;Gondreville;2643;19;91.5;1;9;90.3;0.2;93.6
54233;Gondrexon;32;1;34.1;0;0;72.2;0;92.9
54234;Gorcy;2968;20;82.6;0;0;91.2;0.1;91.2
54235;Goviller;419;4;62.1;0;0;90.5;1.5;95.1
54236;Grand-Failly;362;5;53.9;0;0;82.8;0.7;94.2
54237;Grimonviller;113;0;42;0;0;79.5;0;97.8
54238;Gripport;271;3;71.6;0;0;95.7;0.7;94.3
54239;Griscourt;138;0;37.5;0;0;90.3;0;94.3
54240;Grosrouvres;52;1;76.5;0;0;91.3;0;88.9
54241;Gugney;70;0;100;0;0;96.9;0;91.7
54242;Gye;281;7;80.5;0;0;87.8;0.7;96.8
54243;Hablainville;223;3;36.3;0;0;88.9;0;94
54244;Hagéville;110;0;83.7;0;0;87.3;0;91.7
54245;Haigneville;59;0;48.5;0;0;91.3;0;100
54246;Halloville;65;0;49.4;0;0;75;4.2;90.3
54247;Hammeville;189;2;59.4;0;0;92.8;0;94.6
54248;Hamonville;97;1;16.7;0;0;85.4;0;97.2
54249;Hannonville-Suzémont;257;3;43.8;0;0;91.6;0;94.4
54250;Haraucourt;732;5;71.2;0;0;89.9;0.9;95
54251;Harbouey;134;0;42.9;0;0;85.4;0;92.9
54252;Haroué;514;1;85.7;0;0;86.2;0.5;92.2
54253;Hatrize;806;2;82.5;0;0;90.9;0;93.5
54254;Haucourt-Moulaine;3483;23;84.3;0;0;87.2;0.1;84.4
54255;Haudonville;82;0;33.3;0;0;88;4;97.4
54256;Haussonville;318;4;85.5;0;0;88;0;99.2
54257;Heillecourt;5396;26;93.5;0;0;81.3;4.9;90.8
54258;Hénaménil;149;0;44.6;0;0;92.3;1.5;93.8
54259;Herbéviller;213;1;92.7;0;0;81.5;3.7;94.5
54260;Hériménil;903;6;82.1;0;0;89.1;1;97.2
54261;Herserange;4176;44;79.8;0;0;79.1;0.4;82.9
54262;Hoéville;206;4;43.1;0;0;89.7;2.3;96.1
54263;Homécourt;6250;69;86.1;0;0;90.1;0.4;84.7
54264;Houdelmont;350;4;70.9;0;0;91.1;0.6;96.2
54265;Houdemont;2069;14;94.6;4;287;83.5;2.2;94.7
54266;Houdreville;399;1;55.9;0;0;91.9;0.5;92.6
54268;Housséville;131;3;18.1;0;0;90.1;0;92.6
54269;Hudiviller;316;1;54.9;0;0;95.3;0.6;93.1
54270;Hussigny-Godbrange;3921;8;74;0;0;88.6;0.1;89.1
54271;Igney;113;0;51.5;0;0;86.4;0;89.3
54272;Jaillon;470;4;87.7;0;0;95.7;0;97
54273;Jarny;8090;57;88.1;0;0;84.7;1.1;85.7
54274;Jarville-la-Malgrange;9362;101;91;0;0;67.1;3.4;72.3
54275;Jaulny;200;4;61;0;0;89.7;0;93.5
54276;Jeandelaincourt;788;13;78;0;0;92.2;0.3;88.7
54277;Jeandelize;369;8;75.6;0;0;91.3;0;93.7
54278;Jevoncourt;101;0;N/A - division par 0;0;0;96.1;0;92.1
54279;Jezainville;1016;11;69.4;0;0;83.8;2.2;93.2
54280;Jœuf;6509;57;83.2;0;0;86.5;0.3;77.1
54281;Jolivet;889;11;61;0;0;83.3;2.6;94.9
54282;Joppécourt;154;2;54;0;0;93.9;0;98.6
54283;Jouaville;280;2;57.1;0;0;95;0;93
54284;Joudreville;1108;10;88.5;0;0;91.1;0.5;82.4
54285;Juvrecourt;42;0;31.5;0;0;94.7;0;95.2
54286;Labry;1564;16;82.4;0;0;91.3;0.2;91.3
54287;Lachapelle;260;0;78.4;0;0;95.1;0;98
54288;Lagney;498;2;63.6;0;0;88.5;2.1;92.6
54289;Laître-sous-Amance;353;1;76.3;0;0;92.8;0.7;92.5
54290;Laix;209;2;56.6;0;0;85.6;1;94
54291;Lalœuf;301;1;50.4;0;0;91.5;0;99.1
54292;Lamath;180;2;28.6;0;0;88.6;0;96
54293;Landécourt;85;0;0;0;0;90.2;0;94.6
54294;Landremont;137;0;79.8;0;0;96.9;0;94.5
54295;Landres;979;9;84;0;0;86.8;0.8;88.3
54296;Laneuvelotte;431;2;74.7;0;0;88.7;0.5;97.7
54297;Laneuveville-aux-Bois;301;5;66.7;0;0;91.8;0;92.2
54298;Laneuveville-derrière-Foug;155;0;14.3;0;0;91.5;0;92.2
54299;Laneuveville-devant-Bayon;226;2;43.6;0;0;86.9;0;94.5
54300;Laneuveville-devant-Nancy;6595;58;87.1;0;0;78.1;1.4;87.9
54301;Lanfroicourt;130;1;43;0;0;87.3;0;98.1
54302;Lantéfontaine;734;2;73.4;0;0;94.6;0.3;95.7
54303;Laronxe;365;4;83.6;0;0;91;0;90.2
54304;Laxou;15126;128;92.2;6;468;67.6;3.7;78.6
54305;Lay-Saint-Christophe;2367;12;83.5;0;0;87.9;1.5;93
54306;Lay-Saint-Remy;339;1;43.1;0;0;88.7;0;88.4
54307;Lebeuville;149;2;41.1;0;0;92.4;0;96.7
54308;Leintrey;149;2;52.1;0;0;86.2;0;87.5
54309;Lemainville;414;4;80.1;0;0;98.1;0;96.7
54310;Leménil-Mitry;2;0;100;0;0;0;0;100
54311;Lenoncourt;592;1;72.3;0;0;91;0.4;95.6
54312;Lesménils;503;6;93.1;1;48;86.2;0.8;94.9
54313;Létricourt;226;5;46.2;0;0;93.4;0;95.4
54314;Lexy;3902;19;91;0;0;85.4;0.3;93.1
54315;Leyr;910;5;67.5;0;0;93;0.5;95.5
54316;Limey-Remenauville;312;1;68.1;0;0;88.4;0;100
54317;Lironville;131;1;69.8;0;0;92.4;0;98
54318;Liverdun;5656;37;86.1;0;0;83.9;0.5;92.1
54320;Loisy;323;1;89.5;0;0;84.9;0;93
54321;Longlaville;2373;11;92.1;0;0;81.2;0;84.2
54322;Longuyon;5141;37;84.1;1;14;86.2;0.3;80.5
54323;Longwy;15492;112;88.1;3;159;75.3;0.3;75.4
54324;Lorey;87;3;66.8;0;0;95.2;0;94.6
54325;Loromontzey;78;1;76.9;0;0;87.9;0;97.3
54326;Lubey;215;5;92.8;0;0;94.9;0;95.7
54327;Lucey;624;3;81.1;0;0;92.7;0;93.4
54328;Ludres;5899;30;94.1;3;155;85.6;0.4;92
54329;Lunéville;17920;160;89.2;1;37;71.1;2.6;74.5
54330;Lupcourt;416;1;48.2;0;0;92.2;0;94.5
54331;Magnières;284;2;52.5;0;0;79.6;0.9;88.7
54332;Maidières;1495;10;88.7;0;0;79.2;1.9;88.9
54333;Mailly-sur-Seille;244;2;75.5;0;0;96.6;0;90.4
54334;Mairy-Mainville;555;3;74.2;0;0;95;0;95.3
54335;Maixe;405;0;72.5;0;0;88.6;2.5;94.4
54336;Maizières;917;10;83.6;0;0;92.4;0.3;91.4
54337;Malavillers;125;2;33.3;0;0;90.9;0;92.5
54338;Malleloy;986;11;77.8;0;0;90.9;0.7;94.6
54339;Malzéville;7818;62;87.5;0;0;74.4;6.2;86
54340;Mamey;335;3;63.3;0;0;92.3;0;97.1
54343;Mandres-aux-Quatre-Tours;201;3;60.7;0;0;79.3;0;95
54344;Mangonville;209;1;64.1;0;0;85.4;1;94.7
54345;Manoncourt-en-Vermois;338;1;75.3;0;0;94.6;0;96.1
54346;Manoncourt-en-Woëvre;254;4;77.8;0;0;86;0.9;91.6
54348;Manonville;239;2;72.9;0;0;91.8;0;90.9
54349;Manonviller;171;0;62.4;0;0;87.1;0;90.1
54350;Marainviller;702;6;65.7;0;0;87.9;0;93.5
54351;Marbache;1671;16;72.5;0;0;87.7;0.1;89.9
54352;Maron;837;7;71.1;0;0;90;2;95.5
54353;Mars-la-Tour;885;6;81.6;0;0;85.4;1.8;92.1
54354;Marthemont;51;0;82.9;0;0;93.1;0;95.5
54355;Martincourt;91;1;73.4;0;0;90.2;0;100
54356;Mattexey;64;0;33.3;0;0;76.9;0;96.2
54357;Maxéville;10014;115;93.3;1;40;68.1;1.7;70.4
54358;Mazerulles;285;2;54.1;0;0;93.7;0;92.5
54359;Méhoncourt;243;3;40.1;0;0;89.9;0.8;96.9
54360;Ménil-la-Tour;342;4;80.9;0;0;89.9;0;96.2
54362;Mercy-le-Bas;1276;9;71.3;0;0;92.3;0.2;90.9
54363;Mercy-le-Haut;268;2;41.7;0;0;87.8;2;91.1
54364;Méréville;1288;7;75.6;1;26;92;0.5;97
54365;Merviller;328;2;44.3;0;0;82.1;0;94.8
54366;Messein;1994;20;89.1;0;0;89.8;1.4;94.9
54367;Mexy;2303;11;86.3;1;62;88.7;0.2;91.2
54368;Mignéville;173;1;75.9;0;0;87.3;0;91.7
54369;Millery;597;5;91.3;0;0;90.5;0.4;94.5
54370;Minorville;226;3;46.9;0;0;93.4;0;90.5
54371;Moineville;1097;7;81.8;0;0;94;0.2;94.3
54372;Moivrons;532;4;74.5;0;0;91.4;0.9;95.4
54373;Moncel-lès-Lunéville;612;3;95.3;1;42;84;0.7;91.2
54374;Moncel-sur-Seille;533;4;56.2;0;0;81.9;0.9;95.4
54375;Montauville;1089;12;75.3;0;0;81.6;0.4;91.8
54376;Montenoy;401;1;71.5;0;0;92.9;0;94.9
54377;Montigny;151;4;75.5;0;0;80.3;1.5;92.2
54378;Montigny-sur-Chiers;479;4;53.7;0;0;89.9;0;93.5
54379;Mont-l'Étroit;95;1;100;0;0;83.9;0;92.9
54380;Mont-le-Vignoble;415;8;64.3;0;0;86.4;0.6;96.8
54381;Montreux;52;1;83.5;0;0;90.5;0;96
54382;Mont-Saint-Martin;9282;69;93.9;0;0;81.1;0.2;85.1
54383;Mont-sur-Meurthe;1132;10;86;0;0;86.9;0.6;94.1
54385;Morfontaine;1076;1;58;0;0;93.9;0;94.9
54386;Moriviller;93;0;18.6;0;0;78.6;0;97.4
54387;Morville-sur-Seille;167;0;24.7;0;0;91.8;1.4;98.3
54388;Mouacourt;75;0;53.9;0;0;50;4.5;93.8
54389;Mouaville;104;2;0;0;0;100;0;97.4
54390;Mousson;102;0;85;0;0;92.3;0;93.9
54391;Moutiers;1591;14;74;0;0;94.5;0.2;89.2
54392;Moutrot;320;3;58.5;0;0;90.5;0.7;93.7
54393;Moyen;522;8;79.8;0;0;85.3;0;92.6
54394;Murville;237;1;33;0;0;92;0;99
54395;Nancy;104387;896;88.9;24;1255;50;5.3;63.1
54396;Neufmaisons;212;3;71.9;0;0;84.5;0;96.4
54397;Neuves-Maisons;6572;51;89.4;1;18;80.4;1.2;82
54398;Neuviller-lès-Badonviller;92;1;38.5;0;0;100;0;97.4
54399;Neuviller-sur-Moselle;251;4;83.5;0;0;90.9;0;89.8
54400;Nomeny;1139;3;81.5;0;0;86;0;89.6
54401;Nonhigny;134;1;67.9;0;0;67.2;1.6;100
54402;Norroy-le-Sec;418;3;69.2;0;0;88.5;0.6;91.4
54403;Norroy-lès-Pont-à-Mousson;1161;7;73.6;0;0;86.1;1;93
54404;Noviant-aux-Prés;233;4;66.9;0;0;89.2;0.8;95.5
54405;Ochey;522;7;98.7;0;0;92.3;0;96.6
54406;Ogéviller;279;1;97.9;0;0;87.6;0.9;91.8
54407;Ognéville;91;1;60.2;0;0;76.2;4.8;93.3
54408;Olley;223;1;45.6;0;0;90.9;0;94
54409;Omelmont;193;2;80.9;0;0;88.5;0;91.4
54410;Onville;509;4;91.6;0;0;88.4;0.9;90.9
54411;Ormes-et-Ville;221;1;55.4;0;0;92.5;0;94.9
54412;Othe;39;0;68.6;0;0;92.3;0;100
54413;Ozerailles;147;0;20;0;0;87.9;1.5;93.3
54414;Pagney-derrière-Barine;649;5;78;0;0;92.6;0.4;91.3
54415;Pagny-sur-Moselle;3953;26;89.4;0;0;74.4;0.9;89.6
54416;Pannes;175;1;50.7;0;0;92.9;0;91.1
54417;Parey-Saint-Césaire;245;2;41.4;0;0;97;0;92.7
54418;Parroy;179;2;80.9;0;0;77.3;0;89.7
54419;Parux;72;0;100;0;0;95.2;0;87.5
54420;Petit-Failly;94;0;30;0;0;82.2;0;91.2
54421;Petitmont;307;5;49.7;0;0;91.7;0;87.8
54422;Pettonville;66;1;55.4;0;0;85.7;0;92.9
54423;Pexonne;330;0;82.4;0;0;87.3;0.7;88.5
54424;Phlin;41;0;56.6;0;0;95.5;0;100
54425;Piennes;2443;28;86.2;0;0;85;0.2;86.3
54426;Pierre-la-Treiche;474;3;66.8;0;0;94.3;0.5;95.4
54427;Pierre-Percée;96;1;78.6;1;21;74.3;0;97.9
54428;Pierrepont;827;7;69.7;0;0;90.4;0;91.4
54429;Pierreville;298;0;68.2;0;0;95.8;0.7;96.2
54430;Pompey;4815;43;91.7;0;0;81.1;1.2;80.9
54431;Pont-à-Mousson;14383;145;89.8;4;146;71.4;2.8;80.4
54432;Pont-Saint-Vincent;1784;12;76.2;0;0;86.5;1.4;86.2
54433;Port-sur-Seille;230;1;42.5;0;0;91.8;0.9;93.3
54434;Praye;251;3;50.8;0;0;94.2;0.9;92.6
54435;Prény;373;3;75.4;0;0;87.6;1.1;97.3
54436;Preutin-Higny;159;2;33.3;0;0;89;1.4;96.6
54437;Pulligny;1151;4;77.5;0;0;92;0.4;90.3
54438;Pulney;55;0;79.9;0;0;95.7;0;96.2
54439;Pulnoy;5123;36;89.8;0;0;79.2;1.7;90.9
54440;Puxe;112;1;61.2;0;0;89.4;0;93.2
54441;Puxieux;221;3;58.2;0;0;91.6;0;98.9
54442;Quevilloncourt;96;2;62.9;0;0;82.9;0;91.1
54443;Raon-lès-Leau;39;0;66.7;0;0;70;0;93.3
54444;Raucourt;232;3;42.4;0;0;89.7;0.9;97.8
54445;Raville-sur-Sânon;104;0;34;0;0;86.8;0;90.9
54446;Réchicourt-la-Petite;63;0;37.1;0;0;74.2;0;93.1
54447;Réclonville;70;0;0;0;0;84.6;0;83.8
54449;Rehainviller;1053;2;83.3;2;66;88.6;0.4;94.3
54450;Reherrey;152;5;53.4;0;0;78.9;3.5;86.9
54451;Réhon;3811;26;85.4;0;0;88.6;0.1;90.5
54452;Reillon;73;1;78.7;0;0;72.7;6.1;96.7
54453;Rembercourt-sur-Mad;154;0;80.2;0;0;89.5;0;94.9
54455;Remenoville;156;3;50.1;0;0;84.8;0;93.5
54456;Réméréville;642;6;71.9;0;0;91.2;0.3;97.6
54457;Remoncourt;41;1;56.3;0;0;66.7;0;94.7
54458;Repaix;109;1;0;0;0;81.1;0;97.7
54459;Richardménil;2362;22;83.6;0;0;91;1.4;94.9
54460;Rogéville;152;1;66.6;0;0;86.8;0;96.8
54461;Romain;69;2;49.7;0;0;92.3;0;92.9
54462;Rosières-aux-Salines;2814;21;90.6;0;0;83.2;0.3;90.8
54463;Rosières-en-Haye;248;2;69;0;0;92.4;0.8;96
54464;Rouves;102;0;62;0;0;89.8;0;97.3
54465;Roville-devant-Bayon;746;4;82.4;0;0;90.1;0.3;91
54466;Royaumeix;396;3;88.6;0;0;89.8;0;95.8
54467;Rozelieures;183;1;55.1;0;0;88.7;0;95.4
54468;Saffais;106;1;57.7;0;0;97.4;0;97.8
54469;Saint-Ail;438;4;56;0;0;89.8;0;96.8
54470;Saint-Baussant;65;0;88.5;0;0;92.3;0;90.3
54471;Saint-Boingt;74;0;40.4;0;0;85.7;0;93.9
54472;Saint-Clément;850;5;71.5;0;0;87.4;0.9;89
54473;Saint-Firmin;290;1;87.7;0;0;82.6;1;93.6
54474;Sainte-Geneviève;189;0;36.2;0;0;85.9;1.2;96.2
54475;Saint-Germain;157;0;40.2;0;0;84.3;0;100
54476;Saint-Jean-lès-Longuyon;409;5;68.1;0;0;94.2;0;92.4
54477;Saint-Julien-lès-Gorze;162;0;90.4;0;0;92.5;1.2;92.5
54478;Saint-Marcel;150;5;43;0;0;86.1;0;98.4
54479;Saint-Mard;102;2;86.4;0;0;89.6;0;97.1
54480;Saint-Martin;54;0;32.8;0;0;92.6;0;92.6
54481;Saint-Maurice-aux-Forges;100;0;76.1;0;0;93.8;0;100
54482;Saint-Max;10100;91;79;0;0;65.6;5.5;78.4
54483;Saint-Nicolas-de-Port;7363;61;86.4;1;8;83;0.3;83.7
54484;Sainte-Pôle;179;1;82.6;0;0;89.4;0;90.8
54485;Saint-Pancré;308;2;42.5;0;0;93.9;0;92.8
54486;Saint-Remimont;325;0;65.6;0;0;94.6;0;96
54487;Saint-Rémy-aux-Bois;65;0;43.8;0;0;92.3;3.8;100
