Insee - Statistiques locales; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; ; ; ; ; 
Code;Libellé;Population municipale 2022;Nombre de naissances domiciliées 2023;Part des emplois sal. dans le nb d’emplois au LT 2021;Nb d'hôtels 2024;Nb de chambres dans les hôtels 2024;Part des actifs occ 15 ans ou plus voiture pour travailler 2021;Part des actifs occ 15 ans ou plus vélo pour travailler 2021;Part des ménages ayant au moins 1 voiture 2021
2B320;Tallone;281;4;62.3;0;0;88;0;91.8
2B321;Tarrano;16;0;0;0;0;100;0;100
2B327;Tomino;179;0;48.2;1;9;87.2;0;86.6
2B328;Tox;99;0;56.3;0;0;72.7;0;71.7
2B329;Tralonca;115;0;45.5;0;0;97.8;0;85.2
2B332;Urtaca;259;1;62.5;0;0;90.3;0.8;90.9
2B333;Vallecalle;163;0;33.1;0;0;89.3;0;96
2B334;Valle-d'Alesani;118;0;46.7;0;0;87.9;0;75
2B335;Valle-di-Campoloro;341;1;45.7;0;0;85.5;0.6;95.5
2B337;Valle-di-Rostino;168;1;62.7;0;0;92.1;0;93.1
2B338;Valle-d'Orezza;26;0;43.8;0;0;100;0;86.7
2B339;Vallica;28;0;17;0;0;66.7;0;88.9
2B340;Velone-Orneto;105;2;68;0;0;92.1;0;86.4
2B341;Venaco;643;5;66.5;3;64;79.8;0.4;82.3
2B342;Ventiseri;2593;15;87.1;1;17;79.7;9.7;94.2
2B343;Venzolasca;1840;20;59.2;0;0;92.5;0.1;90.5
2B344;Verdèse;43;0;33.3;0;0;87.5;0;80.8
2B346;Vescovato;3393;34;72.8;0;0;91.4;0.3;91.9
2B347;Vezzani;269;1;68.7;0;0;83.3;0;81.5
2B350;Vignale;221;1;45.9;0;0;88;0;90.7
2B352;Ville-di-Paraso;206;0;25.6;0;0;88.4;0;95.2
2B353;Ville-di-Pietrabugno;3187;23;67;1;34;84.3;1.2;90.9
2B354;Vivario;429;2;82;4;39;70.9;0;85.4
2B355;Volpajola;382;3;51.4;0;0;87.7;0;90.8
2B356;Zalana;151;0;64.3;0;0;87.9;0;87.5
2B361;Zilia;314;3;70.4;0;0;87.6;1.8;89.5
2B364;Zuani;37;0;50;0;0;91.7;0;90.5
2B365;San-Gavino-di-Fiumorbo;100;0;89.2;0;0;97;0;81.7
2B366;Chisa;106;0;43.5;0;0;88.6;0;90.2
30001;Aigaliers;534;2;51.8;0;0;88.3;0;94.5
30002;Aigremont;777;9;57.4;0;0;91.2;0.3;96.9
30003;Aigues-Mortes;8707;48;76;12;317;79.9;3.9;88.3
30004;Aigues-Vives;3340;31;79.5;0;0;88.2;1.1;94.5
30005;Aiguèze;212;1;45.1;0;0;84.3;0;97.5
30006;Aimargues;5806;59;88.1;1;45;90.1;1;92.2
30007;Alès;45025;357;85.8;6;294;82.4;1.5;75.1
30008;Allègre-les-Fumades;1013;8;63.7;0;0;88.9;1.1;94.4
30009;Alzon;184;1;47.4;0;0;79;1.6;84
30010;Anduze;3322;25;75.3;3;59;81.2;0.9;80.7
30011;Les Angles;8694;64;81.2;2;53;85.1;1.4;91.3
30012;Aramon;4082;36;89.3;0;0;87.7;1.1;93.4
30013;Argilliers;441;1;68.6;0;0;93.3;0;97.1
30014;Arpaillargues-et-Aureillac;1048;5;63.4;1;27;87.7;0.9;96.8
30015;Arphy;138;1;77.2;0;0;81.8;0;94
30016;Arre;258;2;29.3;0;0;90.3;0.8;86.2
30017;Arrigas;214;2;30.3;0;0;92.5;0;96.2
30018;Aspères;553;1;60.1;0;0;93.8;0.9;95.1
30019;Aubais;2938;17;65.9;1;14;89.5;0.3;95
30020;Aubord;2296;22;78.6;0;0;88.8;0.8;96.2
30021;Aubussargues;326;3;41.4;0;0;90.2;0;95.6
30022;Aujac;157;2;35.4;0;0;66.7;0;98.7
30023;Aujargues;769;8;60.6;1;9;92;0.3;95.6
30024;Aulas;445;7;73.3;0;0;83.8;1.2;88.8
30025;Aumessas;252;2;45.6;0;0;73.4;3.9;94
30026;Avèze;1059;2;72.9;1;7;80.8;3.7;89.3
30027;Bagard;2595;20;75.9;0;0;89.6;0.7;96.6
30028;Bagnols-sur-Cèze;18124;173;89.1;2;30;80.5;1.6;83.2
30029;Barjac;1606;4;62.8;2;46;76.9;1;90.2
30030;Baron;338;2;58.7;0;0;89.8;0;95.7
30031;La Bastide-d'Engras;204;0;49.8;0;0;81.8;0;93.7
30032;Beaucaire;15695;176;83.5;2;73;83;1.6;82
30033;Beauvoisin;5823;78;63.9;0;0;90.9;0.6;95.4
30034;Bellegarde;7929;90;74.3;1;30;89.3;1.1;92.4
30035;Belvézet;235;0;31.8;0;0;83.4;1.1;97.2
30036;Bernis;3341;39;79.3;0;0;88.5;1;95
30037;Bessèges;2624;13;75.8;0;0;75.7;1;77
30038;Bez-et-Esparon;330;1;57.1;0;0;88.1;0.9;92.4
30039;Bezouce;2341;17;61.6;0;0;90.9;0.8;93.5
30040;Blandas;133;0;41.6;0;0;75.4;0;92.5
30041;Blauzac;1228;3;54.5;0;0;92.3;0.8;96
30042;Boisset-et-Gaujac;2621;21;71.3;0;0;93.4;0.2;95.5
30043;Boissières;595;4;47.7;0;0;87.3;1.2;96.6
30044;Bonnevaux;77;1;20.2;0;0;26.1;0;89.1
30045;Bordezac;392;1;58.4;0;0;96.6;0;92.7
30046;Boucoiran-et-Nozières;995;13;76.6;0;0;86.4;0.5;93.2
30047;Bouillargues;6119;42;78.1;0;0;87.7;1.4;93.4
30048;Bouquet;197;1;26;0;0;70.2;0;96.1
30049;Bourdic;364;5;72;0;0;88.1;2.3;97.4
30050;Bragassargues;168;1;33.3;0;0;81.8;0;98.6
30051;Branoux-les-Taillades;1297;2;68.8;0;0;92.2;0.5;92.8
30052;Bréau-Mars;679;3;65.3;0;0;88;1.4;94.9
30053;Brignon;713;9;77.6;0;0;87.6;0.9;94.1
30054;Brouzet-lès-Quissac;299;3;51.1;0;0;94.8;0;97.7
30055;Brouzet-lès-Alès;681;4;52.2;0;0;92.3;0.4;95.4
30056;La Bruguière;331;1;82.1;0;0;86.5;1.7;97.1
30057;Cabrières;1781;6;56.6;1;23;88.3;0.9;96.3
30058;La Cadière-et-Cambo;229;3;87.8;0;0;91.9;1;94.9
30059;Le Cailar;2566;23;59.4;0;0;89.8;1.1;93.6
30060;Caissargues;4077;18;85;3;130;84.7;1.8;93.8
30061;La Calmette;2572;35;76.4;0;0;89.1;0.1;91.3
30062;Calvisson;6295;52;72;0;0;86.1;1.6;94.6
30064;Campestre-et-Luc;153;1;13.7;0;0;71.4;2.4;89.9
30065;Canaules-et-Argentières;477;6;47.9;0;0;90.8;0;94.3
30066;Cannes-et-Clairan;610;5;52.7;0;0;87.4;1;97.2
30067;La Capelle-et-Masmolène;421;3;51.3;0;0;85;0.7;92.9
30068;Cardet;922;6;68;0;0;88.3;0.8;95.1
30069;Carnas;540;4;55.8;0;0;92.4;0;96.3
30070;Carsan;790;5;63.2;0;0;91.4;0.3;97.1
30071;Cassagnoles;448;6;58.5;0;0;90.6;0.5;96.4
30072;Castelnau-Valence;482;1;37.7;0;0;92.5;0.5;93.3
30073;Castillon-du-Gard;1681;12;62.7;1;34;89.1;0.7;95
30074;Causse-Bégon;25;0;50;0;0;100;0;100
30075;Caveirac;4328;32;76;0;0;87.4;2.1;94
30076;Cavillargues;847;2;56.9;0;0;87;0.3;94.3
30077;Cendras;1612;13;75.2;0;0;89.4;0.4;85.3
30079;Chambon;262;1;44.6;0;0;82.6;1.1;93.8
30080;Chamborigaud;886;6;75.8;1;6;80.6;1.7;88
30081;Chusclan;975;9;96.6;1;5;91.1;1.7;95.4
30082;Clarensac;4257;27;65.9;0;0;88.4;1.1;95.1
30083;Codognan;2518;27;74.2;0;0;88;1.1;95.9
30084;Codolet;597;5;94.5;1;12;92.5;0.7;95
30085;Collias;1080;7;52.1;3;48;86.2;0.7;92.7
30086;Collorgues;670;11;52.2;0;0;90.5;0;98
30087;Colognac;202;3;43.4;0;0;75.9;7.4;92.9
30088;Combas;762;8;59.9;0;0;92;0.3;95.4
30089;Comps;1703;7;67.4;0;0;92;0.4;94.7
30090;Concoules;271;3;88.8;1;7;62.3;0.8;85.5
30091;Congénies;1628;14;69.1;0;0;87.6;1;95.4
30092;Connaux;1702;15;63.2;1;10;86.4;0.9;93.6
30093;Conqueyrac;115;1;61.8;0;0;82;0;100
30094;Corbès;156;2;56.9;0;0;89.1;0;94.4
30095;Corconne;620;6;64.3;0;0;91.8;1.1;95.9
30096;Cornillon;908;2;76.2;1;8;84.6;0.8;94.8
30097;Courry;283;1;49.1;0;0;84.7;1;98
30098;Crespian;493;7;78.6;0;0;91.9;0.7;96.8
30099;Cros;256;1;23.9;0;0;81.1;0;96.2
30100;Cruviers-Lascours;703;3;78.3;0;0;89.5;0.7;95.6
30101;Deaux;644;3;61.4;1;6;92.5;0;95.5
30102;Dions;531;7;64.9;0;0;95.2;0;92.2
30103;Domazan;966;11;81.3;0;0;88.5;0;96.2
30104;Domessargues;750;8;75.3;0;0;91.4;0.3;95.3
30105;Dourbies;157;0;52.8;0;0;81.1;0;91.7
30106;Durfort-et-Saint-Martin-de-Sossenac;757;6;61.4;0;0;87.5;0.4;95.1
30107;Estézargues;605;4;64.4;1;80;90.9;0.7;97.7
30108;L'Estréchure;152;0;63.9;0;0;78.4;3.9;93
30109;Euzet;491;2;62.2;0;0;93.5;0;96
30110;Flaux;338;4;42.5;0;0;79.9;0.8;95
30111;Foissac;449;4;69.2;0;0;86.7;1.1;97.3
30112;Fons;1734;11;63.7;0;0;89.9;0.3;97.9
30113;Fons-sur-Lussan;228;1;59.6;0;0;87.2;2.5;94
30114;Fontanès;688;4;61.2;0;0;90;0.7;94.7
30115;Fontarèches;255;2;46.4;0;0;92.9;1;98.2
30116;Fournès;1058;6;83.7;0;0;92;0.2;96.2
30117;Fourques;2701;24;76;1;50;85.6;2.5;95
30119;Fressac;161;2;48.2;0;0;83.1;5.1;97.3
30120;Gagnières;1095;8;50.8;0;0;89.6;0;88
30121;Gailhan;296;1;52.9;0;0;95.7;0;99.1
30122;Gajan;747;19;71.3;0;0;86.5;1.8;97.7
30123;Gallargues-le-Montueux;3615;47;84.5;1;10;83.5;1.3;92.6
30124;Le Garn;255;3;37.4;0;0;86.4;0.9;94
30125;Garons;5244;72;89.6;0;0;87.2;1.3;93.2
30126;Garrigues-Sainte-Eulalie;762;5;36.7;0;0;88.2;0;96.3
30127;Gaujac;1069;12;75.8;0;0;93.2;0.9;94.9
30128;Générac;4039;40;77;0;0;87.7;0.8;92.6
30129;Générargues;711;8;66.1;2;27;90.9;0;93.5
30130;Génolhac;820;10;69.2;1;9;74.1;0.3;84.5
30131;Goudargues;1118;10;64.6;0;0;85.4;1;91.7
30132;La Grand-Combe;4837;53;83.7;0;0;83.9;0.6;75.7
30133;Le Grau-du-Roi;8513;36;73.5;11;344;73.8;7.1;86.4
30134;Issirac;320;0;28.1;0;0;78.5;3.7;96.1
30135;Jonquières-Saint-Vincent;3886;43;71.3;0;0;92.4;0.5;93.2
30136;Junas;1260;14;47.5;0;0;89.9;0.4;93.5
30137;Lamelouze;138;1;28.7;0;0;79.6;0;95.5
30138;Langlade;2297;18;69;0;0;87;1;95.8
30139;Lanuéjols;339;1;61.7;1;11;75;2;87.8
30140;Lasalle;1166;7;60.8;0;0;65.8;2.1;86.2
30141;Laudun-l'Ardoise;6673;68;90.7;1;6;89.8;1.5;93.4
30142;Laval-Pradel;1088;8;80.2;0;0;96.1;0;91
30143;Laval-Saint-Roman;213;1;38.4;0;0;90.1;1.1;96.4
30144;Lecques;473;6;35.2;0;0;92.5;0;91.1
30145;Lédenon;1676;14;80.1;0;0;90.2;0.5;94.8
30146;Lédignan;1520;14;75.9;0;0;85.7;0.8;93.8
30147;Lézan;1580;11;67.4;0;0;86.8;1.1;92.7
30148;Liouc;330;6;62.1;0;0;94.7;0.7;97.8
30149;Lirac;938;12;70.5;0;0;93.3;0.5;95.5
30150;Logrian-Florian;263;2;58.2;0;0;84.6;0.9;91.5
30151;Lussan;531;5;64.5;1;8;85.2;0.9;96
30152;Les Mages;2107;11;66.6;1;15;91.6;0.7;94.5
30153;Malons-et-Elze;115;0;13.5;0;0;61.8;2.9;88.9
30154;Mandagout;370;4;37.3;0;0;81.4;0.8;94
30155;Manduel;7087;67;73.8;0;0;88;1.2;93.5
30156;Marguerittes;8370;63;80.9;2;66;87;1.5;91.4
30158;Martignargues;438;5;48.4;0;0;93.9;0.5;96.4
30159;Le Martinet;739;5;55.1;0;0;89.3;0;81.4
30160;Maruéjols-lès-Gardon;275;3;67.5;0;0;91.6;0.9;94.5
30161;Massanes;195;1;65;0;0;87.2;1.2;91.1
30162;Massillargues-Attuech;669;1;55.7;0;0;90;0.4;97
30163;Mauressargues;177;1;66.4;0;0;89.4;0;100
30164;Méjannes-le-Clap;740;3;62.7;0;0;82.5;1.7;96.1
30165;Méjannes-lès-Alès;1232;8;81;0;0;93;1.6;96.1
30166;Meynes;2576;19;72.1;0;0;90.2;0.4;94.7
30167;Meyrannes;783;6;81.8;0;0;88.4;0.4;89.6
30168;Mialet;629;1;49.9;1;23;81.2;0.9;93.1
30169;Milhaud;6142;69;83.3;0;0;87.4;1.7;90.4
30170;Molières-Cavaillac;903;5;88;0;0;80.6;1;90.4
30171;Molières-sur-Cèze;1187;4;66.9;0;0;88.8;0;80.3
30172;Monoblet;780;6;61.3;0;0;76.2;1.1;94.9
30173;Mons;1789;13;68.4;0;0;95.9;0.1;96.1
30174;Montaren-et-Saint-Médiers;1390;3;64.1;0;0;82.4;1.2;95
30175;Montclus;177;3;40;0;0;84;0;85.3
30176;Montdardier;198;2;59.1;0;0;79.5;0;91
30177;Monteils;677;4;54;0;0;87.7;1.1;97.5
30178;Montfaucon;1525;14;65.5;0;0;92.1;0.9;94.7
30179;Montfrin;3125;34;67.9;0;0;89.1;1.6;88.7
30180;Montignargues;559;1;74.2;0;0;92.1;0.7;95.9
30181;Montmirat;478;3;44.6;0;0;91.6;0;94.5
30182;Montpezat;1398;18;75.2;0;0;87.2;0.7;95.5
30183;Moulézan;640;7;55.7;0;0;93;0;96.4
30184;Moussac;1564;10;79.4;0;0;88.4;0.8;93.1
30185;Mus;1597;13;61.5;0;0;89.8;0.3;95.7
30186;Nages-et-Solorgues;2160;25;64.2;0;0;89.1;0.8;97.7
30187;Navacelles;307;2;60.2;0;0;91.6;0;91.2
30188;Ners;791;7;56.8;0;0;92.1;0.3;95.5
30189;Nîmes;150444;1604;87.3;33;1512;66.2;5.4;74.7
30191;Orsan;1197;10;77.7;0;0;90.6;0.6;94.5
30192;Orthoux-Sérignac-Quilhan;439;0;27.9;0;0;88.4;0;93.6
30193;Parignargues;656;11;76.3;0;0;87.9;0.8;96.4
30194;Peyremale;272;3;33.3;0;0;86.5;1.1;95.9
30195;Peyrolles;31;0;66.5;0;0;90;0;88.2
30196;Le Pin;473;6;40.7;0;0;90.7;0;96.3
30197;Les Plans;291;2;57.9;0;0;91.2;0;98.3
30198;Les Plantiers;228;2;64.4;0;0;81.5;0;88.9
30199;Pommiers;57;0;11.1;0;0;81;0;92.6
30200;Pompignan;914;9;77;0;0;76.1;1.6;93.8
30201;Ponteils-et-Brésis;368;1;86.3;0;0;83.2;5.5;93
30202;Pont-Saint-Esprit;10759;97;81.5;2;43;86.6;1.3;84.9
30203;Portes;324;3;37.9;0;0;86.9;1;88.6
30204;Potelières;368;2;68.9;0;0;89.2;0;92.8
30205;Pougnadoresse;263;0;45.4;0;0;90.4;0.8;96.8
30206;Poulx;4265;24;67.8;0;0;91.4;0.3;97.6
30207;Pouzilhac;750;7;62.5;0;0;90.4;0.9;95.8
30208;Puechredon;48;1;0;0;0;90.9;0;100
30209;Pujaut;3911;30;73.2;0;0;88.5;0.7;96.4
30210;Quissac;3449;28;73.6;1;9;77.2;0.2;88.1
30211;Redessan;4227;44;65.7;0;0;90.5;0.9;93
30212;Remoulins;2268;18;83.1;2;33;83.9;1.4;85.2
30213;Revens;31;0;16.9;0;0;100;0;94.1
30214;Ribaute-les-Tavernes;2055;13;70.7;0;0;92;0.6;94.5
30215;Rivières;424;4;50.5;0;0;93.1;0;91.9
30216;Robiac-Rochessadoule;840;6;57.3;0;0;78.5;2.7;88.5
30217;Rochefort-du-Gard;8067;66;69.7;1;63;90;0.4;96.5
30218;Rochegude;246;1;33.3;0;0;84.7;0;91.7
30219;Rogues;91;0;57;0;0;77.4;3.2;95.5
30220;Roquedur;265;3;39.6;0;0;67.9;0;94.3
30221;Roquemaure;5528;52;79.9;1;20;84.2;2;91.5
30222;La Roque-sur-Cèze;174;2;52.8;0;0;76.4;0;98.9
30223;Rousson;4437;32;65.4;0;0;93.1;1;97
30224;La Rouvière;664;9;85.6;0;0;93.6;0.9;96.9
30225;Sabran;1596;9;57.7;1;29;89.5;0;96.1
30226;Saint-Alexandre;1250;10;68.2;0;0;92.7;0.6;97
30227;Saint-Ambroix;3353;30;80.5;0;0;81.1;0.6;77.1
30228;Sainte-Anastasie;1744;19;55.8;0;0;93.1;0.1;95.5
30229;Saint-André-de-Majencoules;600;3;46.8;1;10;83.2;0.5;89.5
30230;Saint-André-de-Roquepertuis;576;5;30.7;0;0;88.2;0;96.6
30231;Saint-André-de-Valborgne;360;1;34.8;0;0;78;0;87.4
30232;Saint-André-d'Olérargues;444;2;56.8;0;0;90.7;1;95.5
30233;Saint-Bauzély;681;6;87.8;0;0;90.7;0;93.7
30234;Saint-Bénézet;291;3;70.1;0;0;95.7;0;94.8
30235;Saint-Bonnet-du-Gard;816;4;51;0;0;85.3;2;93.6
30236;Saint-Bonnet-de-Salendrinque;124;1;45.5;0;0;74.5;3.6;95
30237;Saint-Brès;684;9;46.1;0;0;86.8;0.8;93.2
30238;Saint-Bresson;71;0;25;0;0;87.1;0;77.5
30239;Sainte-Cécile-d'Andorge;528;3;44.1;0;0;91.4;0;91.4
30240;Saint-Césaire-de-Gauzignan;390;3;57.4;0;0;88.6;0.6;96.5
30241;Saint-Chaptes;2030;26;76.8;0;0;84.1;0.9;92.6
30242;Saint-Christol-de-Rodières;160;0;47.5;0;0;77.2;1.8;97.7
30243;Saint-Christol-lez-Alès;7199;76;78.2;1;44;91.5;0.4;92.6
30244;Saint-Clément;347;2;35;0;0;93.1;0;96.5
30245;Saint-Côme-et-Maruéjols;797;6;62.6;0;0;90.5;0.2;96
30246;Sainte-Croix-de-Caderle;103;1;43.9;0;0;85.7;2.9;94.7
30247;Saint-Denis;292;1;61.8;0;0;94.4;0;95.2
30248;Saint-Dézéry;459;5;50.1;0;0;90.7;0.9;97.4
30249;Saint-Dionisy;1071;3;73;0;0;92.5;1.3;92.7
30250;Saint-Étienne-de-l'Olm;391;9;60.2;0;0;88.6;2;98.6
30251;Saint-Étienne-des-Sorts;537;6;63.4;0;0;91.8;1.2;96.1
30252;Saint-Félix-de-Pallières;201;0;41.8;0;0;84;0;93.7
30253;Saint-Florent-sur-Auzonnet;1203;5;55.5;0;0;90.2;0.3;87.7
30254;Saint-Geniès-de-Comolas;2013;23;65.3;0;0;91.5;0.3;95.3
30255;Saint-Geniès-de-Malgoirès;3172;40;76.4;1;11;84.9;1.5;91.7
30256;Saint-Gervais;792;4;65.6;0;0;90;0.3;94.6
30257;Saint-Gervasy;1990;19;63.5;0;0;91;0.5;94.6
30258;Saint-Gilles;14427;160;83.3;3;58;83.9;0.4;88.4
30259;Saint-Hilaire-de-Brethmas;4643;39;74.1;0;0;91.1;1;95
30260;Saint-Hilaire-d'Ozilhan;1115;8;59.5;1;8;88.3;0.7;96.6
30261;Saint-Hippolyte-de-Caton;272;6;44.3;0;0;90;1.3;97.2
30262;Saint-Hippolyte-de-Montaigu;249;0;30.4;0;0;86.9;0.9;90.7
30263;Saint-Hippolyte-du-Fort;3739;31;77.1;1;11;78.1;2;84.5
30264;Saint-Jean-de-Ceyrargues;173;2;34.2;0;0;93;0;95.7
30265;Saint-Jean-de-Crieulon;254;2;33.1;0;0;86.7;0;96
30266;Saint-Jean-de-Maruéjols-et-Avéjan;856;6;65.1;0;0;84.1;0;89.4
30267;Saint-Jean-de-Serres;536;1;63.5;0;0;92.1;0.4;93.8
30268;Saint-Jean-de-Valériscle;593;1;56.7;0;0;84.7;0.5;92.4
30269;Saint-Jean-du-Gard;2533;10;68.5;5;74;72.7;2.4;82.1
30270;Saint-Jean-du-Pin;1531;8;53.7;0;0;92.1;1.4;94.9
30271;Saint-Julien-de-Cassagnas;730;4;59.8;0;0;93.9;0.4;93
30272;Saint-Julien-de-la-Nef;145;2;42.4;0;0;74.4;2.6;98.5
30273;Saint-Julien-de-Peyrolas;1501;10;40.1;0;0;90.5;0.6;96.1
30274;Saint-Julien-les-Rosiers;3492;32;62.2;0;0;93.8;1.1;94.9
30275;Saint-Just-et-Vacquières;326;2;36;0;0;82.9;0;99.2
30276;Saint-Laurent-d'Aigouze;3651;28;66.9;1;20;88.6;2.4;94.1
30277;Saint-Laurent-de-Carnols;535;8;40.5;0;0;95;0.4;94.7
30278;Saint-Laurent-des-Arbres;2984;34;72.7;2;64;91.5;0.4;94.4
30279;Saint-Laurent-la-Vernède;707;2;51.8;0;0;88.1;0.4;93.3
30280;Saint-Laurent-le-Minier;371;4;37.8;0;0;78.5;0.8;91.4
30281;Saint-Mamert-du-Gard;1617;14;68.2;0;0;89.5;0.3;95.1
30282;Saint-Marcel-de-Careiret;873;3;54.2;0;0;92.6;0;94.7
30283;Saint-Martial;182;1;22.2;0;0;72.3;1.6;89.5
30284;Saint-Martin-de-Valgalgues;4721;34;84.6;1;50;90.8;1.1;89.7
30285;Saint-Maurice-de-Cazevieille;761;6;63.8;0;0;91.8;0;96.5
30286;Saint-Maximin;794;2;61.8;0;0;92.4;0;96.5
30287;Saint-Michel-d'Euzet;719;4;43.7;0;0;88.6;0.4;95.6
30288;Saint-Nazaire;1297;13;77.9;2;34;89.7;0.7;89.7
30289;Saint-Nazaire-des-Gardies;81;0;20.3;0;0;61.5;2.6;96.8
30290;Saint-Paulet-de-Caisson;1894;10;69.2;1;13;89.8;1.1;94
30291;Saint-Paul-la-Coste;327;3;39.5;0;0;87.5;1.7;92.4
30292;Saint-Pons-la-Calm;501;5;51.7;0;0;90.9;0.9;96.5
30293;Saint-Privat-de-Champclos;336;1;49.6;0;0;83.3;0;95.7
30294;Saint-Privat-des-Vieux;5592;49;85.3;0;0;92.5;1.3;96.6
30295;Saint-Quentin-la-Poterie;3110;19;63.2;1;20;78.6;1.6;92.4
30296;Saint-Roman-de-Codières;166;2;47.1;0;0;75.9;3.4;97.6
30297;Saint-Sauveur-Camprieu;212;1;79.5;1;16;79.5;1.4;94.8
30298;Saint-Sébastien-d'Aigrefeuille;510;5;56;0;0;87.9;0.5;96.1
30299;Saint-Siffret;1121;5;47.5;0;0;86.1;0.7;98
30300;Saint-Théodorit;550;5;57.9;0;0;93.5;0;96.1
30301;Saint-Victor-des-Oules;308;2;58.4;0;0;90.7;0;98.5
30302;Saint-Victor-la-Coste;2222;18;62.9;0;0;91.5;0.7;94.5
30303;Saint-Victor-de-Malcap;827;6;50.7;1;14;90.3;0.7;97.2
30304;Salazac;215;3;24.4;0;0;89.3;0;95.6
30305;Salindres;3648;30;87.4;0;0;89.3;1.5;90.9
30306;Salinelles;558;2;67;0;0;91.9;0.4;96.6
30307;Les Salles-du-Gardon;2403;15;79.1;0;0;91.6;0.7;81.4
30308;Sanilhac-Sagriès;832;8;67.8;0;0;90.5;1.2;95.2
30309;Sardan;352;3;26.6;0;0;91.8;0.7;96.6
30310;Saumane;296;2;85.4;0;0;74.5;0;93.5
30311;Sauve;1956;13;65.6;0;0;73.6;2.4;87.8
30312;Sauveterre;2013;20;62.3;1;13;86.4;1.4;97
30313;Sauzet;827;4;59;0;0;90.6;0.3;94.2
30314;Savignargues;238;1;64.8;0;0;96;0;94.8
30315;Saze;2097;20;64.8;0;0;89.6;0.5;95.7
30316;Sénéchas;241;0;41;0;0;89.2;1.6;97.7
30317;Sernhac;1816;19;65.5;1;22;92.3;0.3;91.9
30318;Servas;221;3;36.2;0;0;95.3;0;93.4
30319;Serviers-et-Labaume;609;4;51.2;0;0;90.3;1.3;94
30320;Seynes;172;2;76.8;0;0;87.3;0;95.8
30321;Sommières;5028;51;79.1;1;29;80.1;1.6;83.5
30322;Soudorgues;268;2;42.2;0;0;83;2.1;93.9
30323;Soustelle;120;2;10;0;0;81.8;0;95
30324;Souvignargues;932;3;59.6;0;0;87.1;1.2;97.5
30325;Sumène;1239;9;60.3;0;0;85.6;1.4;87.9
30326;Tavel;2032;22;68;1;11;87.6;0.6;94.8
30327;Tharaux;47;0;17.2;0;0;80;6.7;95.7
30328;Théziers;1070;12;65.4;0;0;94.3;0.2;95.3
30329;Thoiras;447;6;68.4;0;0;81.4;1.5;99.1
30330;Tornac;944;13;54.7;1;13;90.4;0.3;96.7
30331;Tresques;1803;10;77.1;0;0;87.2;0.7;95.7
30332;Trèves;108;0;64.3;0;0;70;0;91.8
30333;Uchaud;4824;52;71.2;1;12;90.5;0.7;93.6
30334;Uzès;8360;36;80.2;8;170;71.1;2.5;81.1
30335;Vabres;140;0;34.4;0;0;91.1;0;85.7
30336;Vallabrègues;1376;12;54.2;0;0;88.7;0.8;92.9
30337;Vallabrix;415;1;64.6;0;0;92.2;0.6;97.1
30338;Vallérargues;132;2;63.7;0;0;74.2;1.6;98.2
30339;Val-d'Aigoual;1418;6;56.8;1;10;75.2;0.6;90.1
30340;Valliguières;652;2;68;0;0;92.7;0.3;95.1
30341;Vauvert;11772;96;83.1;3;61;84.3;1.3;87.1
30342;Vénéjan;1262;9;64.4;0;0;90.6;0.4;97.2
30343;Verfeuil;594;6;67.5;0;0;82;0.8;90.4
30344;Vergèze;5778;44;90.6;1;11;83.1;1.6;92.5
30345;La Vernarède;357;2;48.6;1;13;96.1;0;82.9
30346;Vers-Pont-du-Gard;1758;7;70.7;1;25;86.8;0.5;94.1
30347;Vestric-et-Candiac;1345;7;78.5;0;0;86.6;1.7;95.2
30348;Vézénobres;1839;18;74.9;1;12;86.7;1;92
30349;Vic-le-Fesq;582;5;64.3;0;0;89.8;0;95.3
30350;Le Vigan;3786;25;81.8;1;25;67.8;2.6;73
30351;Villeneuve-lès-Avignon;12950;86;73.2;6;143;78.7;3.6;89.9
30352;Villevieille;1874;19;66.4;1;23;88.3;1;94.8
30353;Vissec;68;1;36.3;0;0;60;0;96.9
30354;Montagnac;233;2;35.4;0;0;90.2;1.2;96
30355;Saint-Paul-les-Fonts;1047;9;68.5;0;0;91.1;0.8;96.9
30356;Rodilhan;2810;14;79.5;0;0;87.3;1.9;92
31001;Agassac;117;2;47.4;0;0;91.1;0;98.2
31002;Aignes;240;1;43.7;0;0;93.1;0;95.1
31003;Aigrefeuille;1326;14;72.4;0;0;89.3;1.1;98.4
31004;Ayguesvives;2807;15;79;0;0;88.5;1.4;97.6
31005;Alan;289;1;61.9;0;0;87.3;1.8;95.3
31006;Albiac;229;1;42.2;0;0;92.5;0;97.7
31007;Ambax;59;0;75.5;0;0;94.4;0;96.3
31008;Anan;265;0;82.6;0;0;85.9;0;92.9
31009;Antichan-de-Frontignes;171;1;81.6;0;0;84.5;0;96.1
31010;Antignac;86;0;35.7;0;0;87.5;3.1;95.6
31011;Arbas;285;0;49.4;0;0;82.6;3.3;91.2
31012;Arbon;94;0;100;0;0;88.2;0;96
31013;Ardiège;372;2;61.8;0;0;92.9;0.6;95.7
31014;Arguenos;89;0;33.3;0;0;77.3;0;95.7
31015;Argut-Dessous;22;0;0;0;0;75;0;76.9
31017;Arlos;104;0;48.6;0;0;95.3;2.3;85.7
31018;Arnaud-Guilhem;231;2;26.1;0;0;88.1;0;98.2
