Date de début;Date de fin;Organisme;code zas;Zas;code site;nom site;type d'implantation;Polluant;type d'influence;Réglementaire;type d'évaluation;type de valeur;valeur;valeur brute;unité de mesure;taux de saisie;couverture temporelle;couverture de données;code qualité;validité;Latitude;Longitude
2023/01/23 00:00:00;2023/01/23 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;18.0;17.9333333333;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/01/24 00:00:00;2023/01/24 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;24.0;24.3416666667;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/01/25 00:00:00;2023/01/25 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;22.0;22.2833333333;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/01/26 00:00:00;2023/01/26 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;26.0;26.4375;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/01/27 00:00:00;2023/01/27 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;17.0;17.0625;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/01/28 00:00:00;2023/01/28 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;16.0;15.975;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/01/29 00:00:00;2023/01/29 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;21.0;21.1;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/01/30 00:00:00;2023/01/30 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;25.0;25.2916666667;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/01/31 00:00:00;2023/01/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;26.0;26.0541666667;µg-m3;100.0;100;100.0;A;1;48.799168;2.130556
2023/02/01 00:00:00;2023/02/01 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04029;VERSAILLES;Périurbaine;NO2;Fond;Oui;mesures fixes;Moy. journalière;14.0;13.6347826087;µg-m3;96.0;100;96.0;A;1;48.799168;2.130556
